event_id,energy,momentum
0,19.72985831489979,64.49431104330718
1,8.185741205605549,65.20434186841624
2,17.424394966904778,88.28991612353781
3,-2.007356340383314,74.5275788379874
4,22.531428339492003,52.82862859465273
5,-0.34721340208044005,17.355181771479934
6,15.051270781322724,79.47886605711491
7,13.797723298438086,83.16578001901924
8,6.930181214270487,70.16484836439126
9,43.71819394988917,66.5113873118581
10,9.02177080593656,40.37375315064205
11,19.724569935357575,60.36014857073984
12,25.959561180085615,25.970605229784493
13,2.848311989077853,38.912627181135626
14,28.423563714379817,9.914462772995137
15,13.778502123316773,55.15662884763872
16,25.12515476977173,71.11713038352072
17,5.861308532941315,78.60886359506729
18,4.70469792625501,41.00702948719789
19,27.09796449631687,73.01498217483724
20,20.01872303779033,49.70501858822185
21,16.388461771562334,92.03546747780862
22,21.407611133416715,67.27834312719469
23,20.273326651106615,34.05308393224207
24,3.4563976478331178,10.050882559689377
25,-7.133334793968231,39.70931634864054
26,-1.8175651039512744,59.86989459919661
27,-2.8809425106215834,67.95688929537295
28,-7.1853494503140105,41.178785193982584
29,8.52569219834402,37.96843076387094
30,9.715956791856382,33.91600505627045
31,14.607908251712535,36.8273125472805
32,17.14975948415751,62.223348699275114
33,11.156411974464962,41.62083483797384
34,12.46095921908114,12.687049190414735
35,15.732520746039416,74.65273518511191
36,5.027961625753235,11.921439628267061
37,7.861437123932867,10.396276736482724
38,15.354163461404816,88.055112032863
39,8.220546348772967,17.333406407340824
40,9.281189384134898,4.741937215100068
41,13.94137684667665,78.97507126376281
42,28.358313386717683,49.21135734568235
43,18.186652880161354,95.29670949640108
44,11.624047499499635,15.898495643811849
45,9.147317219925927,13.92657949275713
46,13.850800592102452,6.367955679746295
47,37.41817794395233,83.20003287088753
48,-16.474165215439804,83.24639757256712
49,20.351358932801162,80.59971424443827
50,17.324904393837624,41.58378520085516
51,23.67611950882283,19.544876748700425
52,3.517872857537279,38.492084225166366
53,36.14344241455511,51.846478747514844
54,25.009427606895045,53.39604383844176
55,14.485850047138833,62.79877991366282
56,16.59787698073359,53.38671739695062
57,7.837364136750399,75.56496040363038
58,15.5052282652537,42.789959124943486
59,13.56662585451045,18.034408135159374
60,24.43575390520808,79.9452258613398
